nse_symbol,fyers_symbol,isin,name,fytoken,last_updated
SAKHTISUG,NSE:SAKHTISUG-EQ,INE623A01011,SAKTHI SUGARS LTD,10100000002969,2026-08-27
SAKSOFT,NSE:SAKSOFT-EQ,INE667G01023,SAKSOFT LIMITED,101000000011794,2026-08-27
SAKUMA,NSE:SAKUMA-EQ,INE190H01024,SAKUMA EXPORTS LIMITED,101000000013251,2026-08-27
SALASAR,NSE:SALASAR-EQ,INE170V01027,SALASAR TECHNO ENGG. LTD.,101000000021362,2026-08-27
SALONA,NSE:SALONA-EQ,INE498E01010,SALONA COTSPIN LTD.,101000000017351,2026-08-27
SALSTEEL,NSE:SALSTEEL-EQ,INE658G01014,S.A.L. STEEL LTD.,101000000011634,2026-08-27
SALZERELEC,NSE:SALZERELEC-EQ,INE457F01013,SALZER ELECTRONICS LTD,101000000011399,2026-08-27
SAMBANDAM,NSE:SAMBANDAM-EQ,INE304D01012,SAMBANDAM SPINNING MILL L,1010000000764870,2026-08-27
SAMBHAAV,NSE:SAMBHAAV-EQ,INE699B01027,SAMBHAAV MEDIA LTD,10100000004127,2026-08-27
SAMBHV,NSE:SAMBHV-EQ,INE12NJ01018,SAMBHV STEEL TUBES LTD,1010000000757767,2026-08-27
SAMHI,NSE:SAMHI-EQ,INE08U801020,SAMHI HOTELS LIMITED,101000000018614,2026-08-27
SAMMAANCAP,NSE:SAMMAANCAP-EQ,INE148I01020,SAMMAAN CAPITAL LIMITED,101000000030125,2026-08-27
SAMPANN,NSE:SAMPANN-EQ,INE735M01018,SAMPANN UTPADAN INDIA LTD,101000000027303,2026-08-27
SANATHAN,NSE:SANATHAN-EQ,INE0JPD01013,SANATHAN TEXTILES LIMITED,101000000028805,2026-08-27
SANDESH,NSE:SANDESH-EQ,INE583B01015,SANDESH LTD,10100000002988,2026-08-27
SANDHAR,NSE:SANDHAR-EQ,INE278H01035,SANDHAR TECHNOLOGIES LTD,10100000002397,2026-08-27
SANDUMA,NSE:SANDUMA-EQ,INE149K01016,SANDUR MANG & IRON ORES L,101000000018359,2026-08-27
SANGAMIND,NSE:SANGAMIND-EQ,INE495C01010,SANGAM (INDIA) LTD,10100000004184,2026-08-27
SANGHVIMOV,NSE:SANGHVIMOV-EQ,INE989A01032,SANGHVI MOVERS LTD,101000000014058,2026-08-27
SANOFI,NSE:SANOFI-EQ,INE058A01010,SANOFI INDIA LIMITED,10100000001442,2026-08-27
SANOFICONR,NSE:SANOFICONR-EQ,INE0UOS01011,SANOFI CONS HEALTHC IND L,101000000025222,2026-08-27
SANSERA,NSE:SANSERA-EQ,INE953O01021,SANSERA ENGINEERING LTD,10100000005751,2026-08-27
SANSTAR,NSE:SANSTAR-EQ,INE08NE01025,SANSTAR LIMITED,101000000024582,2026-08-27
SAPPHIRE,NSE:SAPPHIRE-EQ,INE806T01020,SAPPHIRE FOODS INDIA LTD,10100000006718,2026-08-27
SAPPL,NSE:SAPPL-EQ,INE185C01017,SHREE AJIT PULP & PAPER L,1010000000762874,2026-08-27
SARDAEN,NSE:SARDAEN-EQ,INE385C01021,SARDA ENERGY & MIN LTD,101000000017758,2026-08-27
SAREGAMA,NSE:SAREGAMA-EQ,INE979A01025,SAREGAMA INDIA LIMITED,10100000004892,2026-08-27
SARLAPOLY,NSE:SARLAPOLY-EQ,INE453D01025,SARLA PERF. FIBERS LTD,101000000014043,2026-08-27
SARVESHWAR,NSE:SARVESHWAR-EQ,INE324X01026,SARVESHWAR FOODS LIMITED,101000000012913,2026-08-27
SASKEN,NSE:SASKEN-EQ,INE231F01020,SASKEN TECHNOLOGIES LTD,101000000011983,2026-08-27
SATIA,NSE:SATIA-EQ,INE170E01023,SATIA INDUSTRIES LIMITED,101000000011045,2026-08-27
SATIN,NSE:SATIN-EQ,INE836B01017,SATIN CREDIT NET LTD,101000000010453,2026-08-27
SAURASHCEM,NSE:SAURASHCEM-EQ,INE626A01014,SAURASHTRA CEMENT LIMITED,10100000003018,2026-08-27
SAYAJIHOTL,NSE:SAYAJIHOTL-EQ,INE318C01014,SAYAJI HOTELS LTD.,1010000000762879,2026-08-27
SAYAJIIND,NSE:SAYAJIIND-EQ,INE327G01032,SAYAJI INDUSTRIES LTD.,1010000000764875,2026-08-27
SBC,NSE:SBC-EQ,INE04AK01028,SBC EXPORTS LIMITED,10100000006792,2026-08-27
SBCL,NSE:SBCL-EQ,INE386D01027,SHIVALIK BIMETAL CON. LTD,10100000004656,2026-08-27
SBFC,NSE:SBFC-EQ,INE423Y01016,SBFC FINANCE LIMITED,101000000018026,2026-08-27
SBGLP,NSE:SBGLP-EQ,INE05ST01028,SURATWWALA BUS GROUP LTD,101000000014139,2026-08-27
SBICARD,NSE:SBICARD-EQ,INE018E01016,SBI CARDS & PAY SER LTD,101000000017971,2026-08-27
SBIFUNDS,NSE:SBIFUNDS-EQ,INE640G01020,SBI FUNDS MANAGEMENT LTD,1010000000764173,2026-08-27
SBILIFE,NSE:SBILIFE-EQ,INE123W01016,SBI LIFE INSURANCE CO LTD,101000000021808,2026-08-27
SBIN,NSE:SBIN-EQ,INE062A01020,STATE BANK OF INDIA,10100000003045,2026-08-27
SCHAEFFLER,NSE:SCHAEFFLER-EQ,INE513A01022,SCHAEFFLER INDIA LIMITED,10100000001011,2026-08-27
SCHAND,NSE:SCHAND-EQ,INE807K01035,S CHAND AND COMPANY LTD,101000000020698,2026-08-27
SCHNEIDER,NSE:SCHNEIDER-EQ,INE839M01018,SCHNEIDER ELECTRIC INFRA,101000000031234,2026-08-27
SCI,NSE:SCI-EQ,INE109A01011,SHIPPING CORP OF INDIA LT,10100000003048,2026-08-27
SCILAL,NSE:SCILAL-EQ,INE0PB301013,SHIPPING CORP OF ILA LTD,101000000023127,2026-08-27
SCODATUBES,NSE:SCODATUBES-EQ,INE090501011,SCODA TUBES LIMITED,1010000000757478,2026-08-27
SDBL,NSE:SDBL-EQ,INE480C01038,SOM DIST & BREW LTD,10100000001338,2026-08-27
SEAMECLTD,NSE:SEAMECLTD-EQ,INE497B01018,SEAMEC LIMITED,10100000002616,2026-08-27
SECMARK,NSE:SECMARK-EQ,INE0BTM01013,SECMARK CONSULTANCY LTD,101000000019496,2026-08-27
SECURKLOUD,NSE:SECURKLOUD-EQ,INE650K01021,SECUREKLOUD TECH LIMITED,101000000011058,2026-08-27
SEDEMAC,NSE:SEDEMAC-EQ,INE00XB01019,SEDEMAC MECHATRONICS LTD,1010000000761153,2026-08-27
SEIL,NSE:SEIL-EQ,INE440T01028,SHANTI EDU INITIATIVES L,1010000000762889,2026-08-27
SEJALLTD,NSE:SEJALLTD-EQ,INE955I01044,SEJAL GLASS LIMITED,10100000007091,2026-08-27
SEKURITIND,NSE:SEKURITIND-EQ,INE068B01017,SAINT GOBAIN SEKUR IND L,1010000000764880,2026-08-27
SELMC,NSE:SELMC-EQ,INE105I01020,SEL MANUFACTURING CO LTD,10100000006262,2026-08-27
SEMAC,NSE:SEMAC-EQ,INE617A01013,SEMAC CONSTRUCTION LTD,101000000011961,2026-08-27
SENCO,NSE:SENCO-EQ,INE602W01027,SENCO GOLD LIMITED,101000000017271,2026-08-27
SENORES,NSE:SENORES-EQ,INE0RB801010,SENORES PHARMACEUTICALS L,101000000028888,2026-08-27
SEPC,NSE:SEPC-EQ,INE964H01014,SEPC LIMITED,101000000015308,2026-08-27
SERVOTECH,NSE:SERVOTECH-EQ,INE782X01033,SERVOTECH REN POW SYS LTD,10100000005507,2026-08-27
SESHAPAPER,NSE:SESHAPAPER-EQ,INE630A01024,SESHASAYEE PAPER & BOARDS,10100000003066,2026-08-27
SETL,NSE:SETL-EQ,INE0M4D01010,STANDARD ENGNG TCNLGY LTD,101000000029075,2026-08-27
SFL,NSE:SFL-EQ,INE916U01025,SHEELA FOAM LIMITED,101000000019184,2026-08-27
SGFIN,NSE:SGFIN-EQ,INE618R01015,SG FINSERVE LIMITED,1010000000758853,2026-08-27
SGIL,NSE:SGIL-EQ,INE00QT01015,SYNERGY GREEN IND. LTD,10100000005114,2026-08-27
SGL,NSE:SGL-EQ,INE353H01010,STL GLOBAL LIMITED,101000000013367,2026-08-27
SGLRES,NSE:SGLRES-EQ,INE967B01028,SGL RESOURCES LIMITED,1010000000765247,2026-08-27
SGMART,NSE:SGMART-EQ,INE385F01024,SG MART LIMITED,1010000000758889,2026-08-27
SGRL,NSE:SGRL-EQ,INE414Y01015,SHREE GANESH REMEDIES LTD,1010000000764885,2026-08-27
SHADOWFAX,NSE:SHADOWFAX-EQ,INE12UN01015,SHADOWFAX TECHNOLOGIES L,1010000000761469,2026-08-27
SHAH,NSE:SHAH-EQ,INE482J01021,SHAH METACORP LIMITED,101000000020296,2026-08-27
SHAHALLOYS,NSE:SHAHALLOYS-EQ,INE640C01011,SHAH ALLOYS LIMITED,101000000011856,2026-08-27
SHAILY,NSE:SHAILY-EQ,INE151G01028,SHAILY ENG PLASTICS LTD,10100000008727,2026-08-27
SHAKTIPUMP,NSE:SHAKTIPUMP-EQ,INE908D01010,SHAKTI PUMPS (I) LTD,101000000025574,2026-08-27
SHALBY,NSE:SHALBY-EQ,INE597J01018,SHALBY LIMITED,1010000000714,2026-08-27
SHANKARA,NSE:SHANKARA-EQ,INE274V01019,SHANKARA BLDG PRODUCT LTD,101000000020321,2026-08-27
SHANKESH,NSE:SHANKESH-EQ,INE1WFC01025,SHANKESH JEWELLERS LTD,1010000000765382,2026-08-27
SHANTI,NSE:SHANTI-EQ,INE933X01016,SHANTI OVERSEAS INDIA LTD,10100000005650,2026-08-27
SHANTIGEAR,NSE:SHANTIGEAR-EQ,INE631A01022,SHANTHI GEARS LTD,10100000003078,2026-08-27
SHANTIGOLD,NSE:SHANTIGOLD-EQ,INE06ZD01017,SHANTI GOLD INTERNATION L,1010000000758002,2026-08-27
SHARDACROP,NSE:SHARDACROP-EQ,INE221J01015,SHARDA CROPCHEM LTD.,10100000004992,2026-08-27
SHARDAMOTR,NSE:SHARDAMOTR-EQ,INE597I01028,SHARDA MOTOR INDS LTD,101000000010530,2026-08-27
SHAREINDIA,NSE:SHAREINDIA-EQ,INE932X01026,SHARE IND. SECURITIES LTD,1010000000104,2026-08-27
SHBAJRG,NSE:SHBAJRG-EQ,INE402H01015,SHRI BAJRANG ALLIANCE L,1010000000762899,2026-08-27
SHERVANI,NSE:SHERVANI-EQ,INE011D01013,SHERVANI INDUSTRIAL SYN L,1010000000764890,2026-08-27
SHILCTECH,NSE:SHILCTECH-EQ,INE024F01011,SHILCHAR TECHNOLOGIES LTD,1010000000759847,2026-08-27
SHILGRAVQ,NSE:SHILGRAVQ-EQ,INE960A01017,SHILP GRAVURES LTD.,1010000000764895,2026-08-27
SHILPAMED,NSE:SHILPAMED-EQ,INE790G01031,SHILPA MEDICARE LTD,101000000017752,2026-08-27
SHINDL,NSE:SHINDL-EQ,INE220Z01013,SHARAT INDUSTRIES LTD.,1010000000762904,2026-08-27
SHIPROCKET,NSE:SHIPROCKET-EQ,INE0FOO01011,SHIPROCKET LIMITED,1010000000765282,2026-08-27
SHIVAAGRO,NSE:SHIVAAGRO-EQ,INE960E01019,SHIVA GLOBAL AGRO INDS. L,1010000000764900,2026-08-27
SHIVACEM,NSE:SHIVACEM-EQ,INE555C01029,SHIVA CEMENT LTD.,1010000000765160,2026-08-27
SHIVAMILLS,NSE:SHIVAMILLS-EQ,INE644Y01017,SHIVA MILLS LIMITED,10100000001497,2026-08-27
SHIVATEX,NSE:SHIVATEX-EQ,INE705C01020,SHIVA TEXYARN LIMITED,1010000000804,2026-08-27
SHIVAUM,NSE:SHIVAUM-EQ,INE719F01016,SHIV AUM STEELS LIMITED,1010000000759747,2026-08-27
SHK,NSE:SHK-EQ,INE500L01026,S H KELKAR AND CO. LTD.,101000000011212,2026-08-27
SHOPERSTOP,NSE:SHOPERSTOP-EQ,INE498B01024,SHOPPERS STOP LIMITED,101000000011813,2026-08-27
SHRADDHA,NSE:SHRADDHA-EQ,INE311M01018,SHRADDHA PRIME PROJECTS L,1010000000764905,2026-08-27
SHRADHA,NSE:SHRADHA-EQ,INE715Y01031,SHRADHA REALTY LIMITED,1010000000708,2026-08-27
SHREDIGCEM,NSE:SHREDIGCEM-EQ,INE232A01011,SHREE DIGVIJAY CEM CO LTD,10100000003099,2026-08-27
SHREECEM,NSE:SHREECEM-EQ,INE070A01015,SHREE CEMENT LIMITED,10100000003103,2026-08-27
SHREEJISPG,NSE:SHREEJISPG-EQ,INE1B6101010,SHREEJI SHIPPING GLOBAL L,1010000000759448,2026-08-27
SHREEPUSHK,NSE:SHREEPUSHK-EQ,INE712K01011,SHRE PUSH CHEM & FERT LTD,101000000010588,2026-08-27
SHREERAMA,NSE:SHREERAMA-EQ,INE879A01019,SHREE RAMA MULTI TECH LTD,10100000007627,2026-08-27
SHREYANIND,NSE:SHREYANIND-EQ,INE231C01019,SHREYANS INDUSTRIES LTD,10100000003126,2026-08-27
SHRIKRISH,NSE:SHRIKRISH-EQ,INE997I01012,SHRI KRISHNA DEVCON LTD.,1010000000762909,2026-08-27
SHRINGARMS,NSE:SHRINGARMS-EQ,INE1B3L01017,SHRINGAR HOU OF MANGALS L,1010000000759093,2026-08-27
SHRIPISTON,NSE:SHRIPISTON-EQ,INE526E01018,SPR AUTO TECHNOLOGIES LTD,101000000017186,2026-08-27
SHRIRAMFIN,NSE:SHRIRAMFIN-EQ,INE721A01047,SHRIRAM FINANCE LIMITED,10100000004306,2026-08-27
SHRIRAMPPS,NSE:SHRIRAMPPS-EQ,INE217L01019,SHRIRAM PROPERTIES LTD,10100000007200,2026-08-27
SHRJAGP,NSE:SHRJAGP-EQ,INE564J01026,SHRI JAGDAMBA POLYMERS L,1010000000764910,2026-08-27
SHUKRAPHAR,NSE:SHUKRAPHAR-EQ,INE551C01044,SHUKRA PHARMACEUTICALS L,1010000000764537,2026-08-27
SHYAMMETL,NSE:SHYAMMETL-EQ,INE810G01011,SHYAM METALICS AND ENGY L,10100000004693,2026-08-27
SHYAMTEL,NSE:SHYAMTEL-EQ,INE635A01023,SHYAM TELECOM LIMITED,101000000013740,2026-08-27
SICAGEN,NSE:SICAGEN-EQ,INE176J01011,SICAGEN INDIA LIMITED,101000000016875,2026-08-27
SIEL,NSE:SIEL-EQ,INE843L01012,SUPERIOR INDUSTRIAL ENT L,10100000003147,2026-08-27
SIEMENS,NSE:SIEMENS-EQ,INE003A01024,SIEMENS LTD,10100000003150,2026-08-27
SIGACHI,NSE:SIGACHI-EQ,INE0D0K01022,SIGACHI INDUSTRIES LTD,10100000006663,2026-08-27
SIGMA,NSE:SIGMA-EQ,INE0A0S01028,SIGMA SOLVE LIMITED,101000000016658,2026-08-27
SIGNATURE,NSE:SIGNATURE-EQ,INE903U01023,SIGNATUREGLOBAL INDIA LTD,101000000018743,2026-08-27
SIGNPOST,NSE:SIGNPOST-EQ,INE0KGZ01021,SIGNPOST INDIA LIMITED,101000000022656,2026-08-27
SIKA,NSE:SIKA-EQ,INE438E01032,SIKA INTERPLANT SYSTEMS L,1010000000762914,2026-08-27
SIL,NSE:SIL-EQ,INE173A01025,STANDARD INDUSTRIES LTD.,101000000011297,2026-08-27
SILGO,NSE:SILGO-EQ,INE01II01013,SILGO RETAIL LIMITED,10100000002492,2026-08-27
SILINV,NSE:SILINV-EQ,INE923A01015,SIL INVESTMENTS LIMITED,10100000004105,2026-08-27
SILLYMONKS,NSE:SILLYMONKS-EQ,INE203Y01012,SILLY MONKS ENTERTAIN LTD,101000000019097,2026-08-27
SILVERTUC,NSE:SILVERTUC-EQ,INE625X01026,SILVER TOUCH TECHNO LTD,10100000009422,2026-08-27
SIMPLEXINF,NSE:SIMPLEXINF-EQ,INE059B01024,SIMPLEX INFRASTRUCTURES L,10100000003162,2026-08-27
SIMPLXREA,NSE:SIMPLXREA-EQ,INE167H01014,SIMPLEX REALTY LTD.,1010000000764915,2026-08-27
SINCLAIR,NSE:SINCLAIR-EQ,INE985A01022,SINCLAIRS HOTELS LIMITED,101000000023480,2026-08-27
SINDHUTRAD,NSE:SINDHUTRAD-EQ,INE325D01025,SINDHU TRADE LINKS LTD,101000000016859,2026-08-27
SINGERIND,NSE:SINGERIND-EQ,INE638A01035,SINGER INDIA LIMITED,1010000000761420,2026-08-27
SINTERCOM,NSE:SINTERCOM-EQ,INE129Z01016,SINTERCOM INDIA LIMITED,1010000000381,2026-08-27
SIRCA,NSE:SIRCA-EQ,INE792Z01011,SIRCA PAINT INDIA LIMITED,101000000011050,2026-08-27
SIS,NSE:SIS-EQ,INE285J01028,SIS LIMITED,101000000021501,2026-08-27
SIYSIL,NSE:SIYSIL-EQ,INE076B01028,SIYARAM SILK MILLS LTD,101000000014096,2026-08-27
SJS,NSE:SJS-EQ,INE284S01014,SJS ENTERPRISES LIMITED,10100000006643,2026-08-27
SJVN,NSE:SJVN-EQ,INE002L01015,SJVN LTD,101000000018883,2026-08-27
SKFINDIA,NSE:SKFINDIA-EQ,INE640A01023,SKF INDIA LTD,10100000003186,2026-08-27
SKFINDUS,NSE:SKFINDUS-EQ,INE2J8701016,SKF IND (INDUSTRIAL) LTD,1010000000760101,2026-08-27
SKIPPER,NSE:SKIPPER-EQ,INE439E01022,SKIPPER LIMITED,10100000009428,2026-08-27
SKMEGGPROD,NSE:SKMEGGPROD-EQ,INE411D01023,SKM EGG PROD EXPORT(I) LT,10100000004732,2026-08-27
SKYGOLD,NSE:SKYGOLD-EQ,INE01IU01018,SKY GOLD AND DIAMONDS LTD,101000000013631,2026-08-27
SMARTWORKS,NSE:SMARTWORKS-EQ,INE0NAZ01010,SMARTWORKS COWORKING SP L,1010000000757965,2026-08-27
SMCGLOBAL,NSE:SMCGLOBAL-EQ,INE103C01036,SMC GLOBAL SECURITIES LTD,10100000002320,2026-08-27
SMLMAH,NSE:SMLMAH-EQ,INE294B01019,SML MAHINDRA LIMITED,10100000003387,2026-08-27
SMLT,NSE:SMLT-EQ,INE017W01010,SARTHAK METALS LIMITED,10100000006843,2026-08-27
SMSPHARMA,NSE:SMSPHARMA-EQ,INE812G01025,SMS PHARMACEUTICALS LTD.,101000000014329,2026-08-27
SNOWMAN,NSE:SNOWMAN-EQ,INE734N01019,SNOWMAN LOGISTICS LTD.,10100000004843,2026-08-27
SOBHA,NSE:SOBHA-EQ,INE671H01015,SOBHA LIMITED,101000000013826,2026-08-27
SOFTTECH,NSE:SOFTTECH-EQ,INE728Z01015,SOFTTECH ENGINEERS LTD,10100000008266,2026-08-27
SOLARA,NSE:SOLARA-EQ,INE624Z01016,SOLARA ACTIVE PHA SCI LTD,10100000003672,2026-08-27
SOLARINDS,NSE:SOLARINDS-EQ,INE343H01029,SOLAR INDUSTRIES (I) LTD,101000000013332,2026-08-27
SOLARWORLD,NSE:SOLARWORLD-EQ,INE0TY101024,SOLARWORLD ENERGY SOL LTD,1010000000759929,2026-08-27
SOLEX,NSE:SOLEX-EQ,INE880Y01017,SOLEX ENERGY LIMITED,1010000000759397,2026-08-27
SOMANYCERA,NSE:SOMANYCERA-EQ,INE355A01028,SOMANY CERAMICS LIMITED,10100000003880,2026-08-27
SOMATEX,NSE:SOMATEX-EQ,INE314C01013,SOMA TEXTILES & INDUST LT,10100000004201,2026-08-27
SOMICONVEY,NSE:SOMICONVEY-EQ,INE323J01019,SOMI CONVEYOR BELT. LTD.,101000000017794,2026-08-27
SONACOMS,NSE:SONACOMS-EQ,INE073K01018,SONA BLW PRECISION FRGS L,10100000004684,2026-08-27
SONAL,NSE:SONAL-EQ,INE321M01017,SONAL MERCANTILE LTD.,1010000000762919,2026-08-27
SONAMLTD,NSE:SONAMLTD-EQ,INE00LM01029,SONAM LIMITED,10100000008806,2026-08-27
SONATSOFTW,NSE:SONATSOFTW-EQ,INE269A01021,SONATA SOFTWARE LTD,10100000006596,2026-08-27
SOTL,NSE:SOTL-EQ,INE035D01020,SAVITA OIL TECHNOLO. LTD,10100000003021,2026-08-27
SOUTHBANK,NSE:SOUTHBANK-EQ,INE683A01023,THE SOUTH INDIAN BANK LTD,10100000005948,2026-08-27
SOUTHWEST,NSE:SOUTHWEST-EQ,INE980Y01015,SOUTH WEST PINNACLE LTD,10100000009678,2026-08-27
SPAL,NSE:SPAL-EQ,INE212I01016,S. P. APPARELS LIMITED,101000000018252,2026-08-27
SPANDANA,NSE:SPANDANA-EQ,INE572J01011,SPANDANA SPHOORTY FIN LTD,101000000011435,2026-08-27
SPARC,NSE:SPARC-EQ,INE232I01014,SUN PHARMA ADV.RES.CO.LTD,101000000014788,2026-08-27
SPCENET,NSE:SPCENET-EQ,INE970N01027,SPACENET ENTERS IND LTD,101000000019372,2026-08-27
SPELS,NSE:SPELS-EQ,INE252A01019,SPEL SEMICONDUCTOR LTD,1010000000764920,2026-08-27
SPENCERS,NSE:SPENCERS-EQ,INE020801028,SPENCER S RETAIL LIMITED,10100000008163,2026-08-27
SPIC,NSE:SPIC-EQ,INE147A01011,SPIC LTD,10100000003252,2026-08-27
SPLIL,NSE:SPLIL-EQ,INE978G01016,SPL INDUSTRIES LIMITED,101000000011935,2026-08-27
SPLPETRO,NSE:SPLPETRO-EQ,INE663A01033,SUPREME PETROCHEM LIMITED,10100000009617,2026-08-27
SPMLINFRA,NSE:SPMLINFRA-EQ,INE937A01023,SPML INFRA LIMITED,10100000003321,2026-08-27
SPORTKING,NSE:SPORTKING-EQ,INE885H01029,SPORTKING INDIA LIMITED,101000000010733,2026-08-27
SRD,NSE:SRD-EQ,INE01NE01012,SHANKAR LAL RAMPAL LTD,101000000025737,2026-08-27
SREEL,NSE:SREEL-EQ,INE099F01013,SREELEATHERS LIMITED,101000000031837,2026-08-27
SRF,NSE:SRF-EQ,INE647A01010,SRF LTD,10100000003273,2026-08-27
SRGHFL,NSE:SRGHFL-EQ,INE559N01010,SRG HOUSING FINANCE L,101000000018119,2026-08-27
SRHHYPOLTD,NSE:SRHHYPOLTD-EQ,INE917H01012,SREE RAYALSEEMA HHP LTD.,101000000014582,2026-08-27
SRIKPRIND,NSE:SRIKPRIND-EQ,INE009C01019,SRI KPR INDUSTRIES LTD.,1010000000765165,2026-08-27
SRM,NSE:SRM-EQ,INE0R6Z01013,SRM CONTRACTORS LIMITED,101000000023402,2026-08-27
SRTL,NSE:SRTL-EQ,INE19GK01015,SHREE RAM TWISTEX LIMITED,1010000000760188,2026-08-27
SSDL,NSE:SSDL-EQ,INE0PQ101010,SARASWATI SAREE DEPOT LTD,101000000024856,2026-08-27
SSWL,NSE:SSWL-EQ,INE802C01033,STEEL STRIPS WHEELS LTD.,101000000011829,2026-08-27
STANLEY,NSE:STANLEY-EQ,INE01A001028,STANLEY LIFESTYLES LTD,101000000024226,2026-08-27
STAR,NSE:STAR-EQ,INE939A01011,STRIDES PHARMA SCI LTD,10100000007374,2026-08-27
STARCEMENT,NSE:STARCEMENT-EQ,INE460H01021,STAR CEMENT LIMITED,101000000021091,2026-08-27
STARHEALTH,NSE:STARHEALTH-EQ,INE575P01011,STAR HEALTH & AL INS CO L,10100000007083,2026-08-27
STARPAPER,NSE:STARPAPER-EQ,INE733A01018,STAR PAPER MILLS LTD,10100000003291,2026-08-27
STARTECK,NSE:STARTECK-EQ,INE992I01013,STARTECK FINANCE LIMITED,10100000009305,2026-08-27
STCINDIA,NSE:STCINDIA-EQ,INE655A01013,THE STATE TRADING CORPN,101000000010948,2026-08-27
STEELCAS,NSE:STEELCAS-EQ,INE124E01038,STEELCAST LIMITED,10100000006803,2026-08-27
STEELCITY,NSE:STEELCITY-EQ,INE395H01011,STEEL CITY SECURITIES LTD,101000000010406,2026-08-27
STEELXIND,NSE:STEELXIND-EQ,INE503B01021,STEEL EXCHANGE INDIA LTD,101000000021339,2026-08-27
STEL,NSE:STEL-EQ,INE577L01016,STEL HOLDINGS LIMITED,101000000021484,2026-08-27
STLNETWORK,NSE:STLNETWORK-EQ,INE1VXE01018,STL NETWORKS LIMITED,1010000000758958,2026-08-27
STLSTRINF,NSE:STLSTRINF-EQ,INE205F01016,STEEL STRIPS INFRA L,1010000000765170,2026-08-27
STOVEKRAFT,NSE:STOVEKRAFT-EQ,INE00IN01015,STOVE KRAFT LIMITED,10100000002107,2026-08-27
STUDDS,NSE:STUDDS-EQ,INE00Q601028,STUDDS ACCESSORIES LTD,1010000000759587,2026-08-27
STYL,NSE:STYL-EQ,INE04VU01023,SESHAASAI TECHNOLOGIES L,1010000000759934,2026-08-27
STYLAMIND,NSE:STYLAMIND-EQ,INE239C01020,STYLAM INDUSTRIES LIMITED,10100000005186,2026-08-27
STYLEBAAZA,NSE:STYLEBAAZA-EQ,INE01FR01028,BAAZAR STYLE RETAIL LTD,101000000025114,2026-08-27
STYRENIX,NSE:STYRENIX-EQ,INE189B01011,STYRENIX PERFORMANCE LTD,101000000019,2026-08-27
SUBEXLTD,NSE:SUBEXLTD-EQ,INE754A01055,SUBEX LTD,1010000000967,2026-08-27
SUBROS,NSE:SUBROS-EQ,INE287B01021,SUBROS LIMITED,10100000003324,2026-08-27
SUDARCOLOR,NSE:SUDARCOLOR-EQ,INE492A01029,SUDARSHAN COLORNT IND LTD,1010000000715,2026-08-27
SUDARSCHEM,NSE:SUDARSCHEM-EQ,INE659A01023,SUDARSHAN CHEMICAL INDS L,10100000003327,2026-08-27
SUDEEPPHRM,NSE:SUDEEPPHRM-EQ,INE0QPI01025,SUDEEP PHARMA LIMITED,1010000000760039,2026-08-27
SUKHJITS,NSE:SUKHJITS-EQ,INE450E01029,SUKHJIT STARCH & CHEM LTD,101000000011804,2026-08-27
SULA,NSE:SULA-EQ,INE142Q01026,SULA VINEYARDS LIMITED,101000000013218,2026-08-27
SUMEDHA,NSE:SUMEDHA-EQ,INE886B01012,SUMEDHA FISCAL SERVICES L,1010000000765175,2026-08-27
SUMEETINDS,NSE:SUMEETINDS-EQ,INE235C01036,SUMEET IND LIMITED,101000000020790,2026-08-27
SUMICHEM,NSE:SUMICHEM-EQ,INE258G01013,SUMITOMO CHEM INDIA LTD,101000000017105,2026-08-27
SUMIT,NSE:SUMIT-EQ,INE748Z01013,SUMIT WOODS LIMITED,101000000011140,2026-08-27
SUMMITSEC,NSE:SUMMITSEC-EQ,INE519C01017,SUMMIT SECURITIES LTD,101000000021275,2026-08-27
SUNCLAY,NSE:SUNCLAY-EQ,INE0Q3R01026,SUNDARAM CLAYTON LIMITED,101000000020956,2026-08-27
SUNDARAM,NSE:SUNDARAM-EQ,INE108E01023,SUNDARAM MULTI PAP LTD,101000000018931,2026-08-27
SUNDARMFIN,NSE:SUNDARMFIN-EQ,INE660A01013,SUNDARAM FINANCE LTD,10100000003339,2026-08-27
SUNDRMFAST,NSE:SUNDRMFAST-EQ,INE387A01021,SUNDRAM FASTENERS LTD,10100000003345,2026-08-27
SUNDROP,NSE:SUNDROP-EQ,INE209A01019,SUNDROP BRANDS LIMITED,10100000001663,2026-08-27
SUNFLAG,NSE:SUNFLAG-EQ,INE947A01014,SUNFLAG IRON AND STEEL CO,10100000003348,2026-08-27
SUNLOC,NSE:SUNLOC-EQ,INE671C01016,SUNIL HEALTHCARE LTD.,1010000000765180,2026-08-27
SUNPHARMA,NSE:SUNPHARMA-EQ,INE044A01036,SUN PHARMACEUTICAL IND L,10100000003351,2026-08-27
SUNRAKSHAK,NSE:SUNRAKSHAK-EQ,INE671K01027,SUNRAKSHAKK INDUS IND L,1010000000764925,2026-08-27
SUNSHIEL,NSE:SUNSHIEL-EQ,INE199E01014,SUNSHIELD CHEMICALS LTD.,1010000000764930,2026-08-27
SUNSHINE,NSE:SUNSHINE-EQ,INE1B3O01011,SUNSHINE PICTURES LIMITED,1010000000765387,2026-08-27
SUNTECK,NSE:SUNTECK-EQ,INE805D01034,SUNTECK REALTY LIMITED,101000000017641,2026-08-27
